                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.01452,                  2.454,                      0,                 1.1091,                 1.3532,                0.04964,                0.02349,                0.00419,                0.00123,                0.04272,                0.02843,                0.01076,                0.00565,                0.03721,                 8.2492,                      0,                 14.765,                 3.9367,              0.0016463,              0.0016463,              0.0016463
                     48,                0.01514,                  2.207,                      0,                 1.0856,                 1.3276,                0.03092,                0.02843,                0.00485,                0.00107,                0.02649,                0.09518,                 0.0163,                0.00829,                0.03816,                 8.8837,                      0,                 41.589,                 4.5693,               0.001677,               0.001677,               0.001677
                     49,                 0.0145,                 2.0345,                      0,                 1.0804,                  1.329,                0.21977,                0.20159,                0.09891,                0.02946,                0.07489,                0.19654,                0.04005,                0.01815,                0.02576,                  7.598,                      0,                 2.8115,                 3.2075,              0.0017074,              0.0017074,              0.0017074
                     50,                0.01436,                 2.0232,                      0,                 1.0333,                 1.2225,                0.43242,                0.51669,                0.38877,                0.14789,                 0.1271,                0.33622,                0.07477,                 0.0369,                0.01694,                 6.0719,                      0,                 4.1411,                 2.3779,              0.0017377,              0.0017377,              0.0017377
                     51,                0.01384,                 2.1467,                      0,                 1.0623,                 1.3724,                0.18557,                0.19283,                0.07273,                0.01403,                0.11301,                0.11743,                0.03219,                0.00828,                0.02752,                 5.7977,                      0,                 2.4704,                 3.6948,              0.0017503,              0.0017503,              0.0017503
                     52,                0.01428,                 2.6356,                      0,                 1.1561,                 1.4283,                0.21535,                0.23115,                0.09459,                0.02162,                0.16104,                0.20519,                0.07609,                0.03519,                0.02597,                 5.0107,                      0,                 2.9141,                 3.8524,              0.0017503,              0.0017503,              0.0017503
                     53,                0.01459,                 2.5473,                      0,                 1.1033,                 1.2911,                0.00063,                0.00742,                0.00033,                  8e-05,                 0.0001,                0.00124,                  6e-05,                  1e-05,                0.04063,                 9.0815,                      0,                  3.903,                 4.5688,              0.0017453,              0.0017453,              0.0017453
                     54,                 0.0155,                 2.5664,                      0,                 1.0828,                 1.3132,                 0.1865,                0.08282,                0.04352,                0.00934,                  0.022,                0.04574,                0.00812,                0.00316,                0.03107,                 7.8399,                      0,                  3.078,                 5.3528,              0.0017403,              0.0017403,              0.0017403
                     55,                0.01522,                 2.2859,                      0,                 1.0419,                 1.3124,                0.17507,                0.11248,                0.03168,                0.00716,                0.05248,                0.04821,                0.01466,                0.00493,                 0.0316,                 8.0648,                      0,                 6.1839,                  3.275,              0.0017353,              0.0017353,              0.0017353
                     56,                0.01483,                 2.3481,                      0,                 1.0571,                 1.3022,                0.25726,                0.33251,                0.13323,                0.02967,                 0.0132,                0.15575,                0.00812,                 0.0031,                    nan,                 8.6352,                      0,                    nan,                    nan,              0.0017303,              0.0017303,              0.0017303
                     57,                0.01501,                 2.2903,                      0,                 1.0841,                 1.2576,                0.39859,                0.40544,                0.31676,                0.10217,                0.04589,                0.10878,                0.02134,                0.00794,                    nan,                 6.9108,                      0,                    nan,                    nan,              0.0017253,              0.0017253,              0.0017253
                     58,                0.01419,                 2.1009,                      0,                 1.0497,                 1.2822,                0.50486,                0.48578,                 0.4367,                 0.1735,                0.07522,                0.15204,                0.03609,                0.01543,                0.01519,                 6.5135,                      0,                 2.7963,                 2.1578,              0.0017203,              0.0017203,              0.0017203
                     59,                  0.014,                 1.9155,                      0,                 1.0063,                 1.2738,                0.45219,                0.76514,                0.52477,                0.20083,                0.29105,                0.53152,                0.22533,                0.10416,                0.01507,                 4.9829,                      0,                 5.2197,                 2.3923,              0.0017153,              0.0017153,              0.0017153
                     60,                0.01498,                 2.1413,                      0,                 1.0896,                 1.2918,                0.65016,                0.61187,                0.63174,                0.24457,                0.07212,                0.28801,                0.04747,                0.01669,                0.01602,                 7.6662,                      0,                 2.8868,                 3.0733,              0.0017103,              0.0017103,              0.0017103
                     61,                 0.0142,                 2.0409,                      0,                 1.0904,                 1.2438,                0.40411,                0.64883,                0.41905,                0.14074,                0.01315,                0.15575,                0.00784,                0.00327,                0.01652,                 8.9186,                      0,                 7.1852,                 4.6685,              0.0017053,              0.0017053,              0.0017053
                     62,                0.01441,                 2.1375,                      0,                 1.0313,                  1.215,                0.39835,                0.41656,                0.32276,                0.08873,                0.01242,                0.14091,                0.00723,                 0.0032,                0.01819,                 8.7522,                      0,                    inf,                 7.5002,              0.0017003,              0.0017003,              0.0017003
                     63,                0.01337,                 1.9676,                      0,                 0.9659,                 1.1981,                0.57151,                0.69098,                0.56938,                0.18156,                0.03611,                0.17058,                0.02122,                0.00852,                0.01617,                 7.9871,                      0,                 3.6492,                 4.9325,              0.0016953,              0.0016953,              0.0016953
                     64,                0.01321,                  2.123,                      0,                 0.9798,                 1.2442,                0.62624,                0.31273,                0.53324,                 0.2259,                 0.0155,                0.16974,                0.00888,                0.00301,                 0.0136,                 8.3356,                      0,                 9.7941,                 2.2503,              0.0016903,              0.0016903,              0.0016903
                     65,                0.01325,                 2.2196,                      0,                 1.0206,                 1.2075,                0.49361,                0.66873,                0.45438,                 0.1833,                0.02802,                 0.2707,                0.01728,                0.00584,                 0.0139,                 7.8326,                      0,                    inf,                 1.9976,              0.0016853,              0.0016853,              0.0016853
                     66,                0.01349,                 1.7931,                      0,                 1.0551,                 1.1558,                0.83527,                0.44499,                0.73324,                0.31677,                0.02509,                0.27441,                0.01645,                0.00521,                 0.0133,                 8.5681,                      0,                 5.8613,                 1.8654,              0.0016803,              0.0016803,              0.0016803
                     67,                0.01325,                 2.4733,                      0,                0.96842,                  1.198,                0.59581,                 0.8492,                0.73112,                0.30011,                0.11106,                0.52658,                 0.1034,                0.04869,                0.01399,                  6.032,                      0,                    nan,                 1.9173,              0.0016753,              0.0016753,              0.0016753
                     68,                0.01389,                 2.0269,                      0,                 1.0227,                 1.1519,                  0.466,                  0.911,                0.66116,                0.28545,                0.28453,                0.55624,                 0.2687,                0.10301,                0.01381,                 5.1686,                      0,                    nan,                 1.7133,              0.0016703,              0.0016703,              0.0016703
                     69,                0.01372,                 1.9974,                      0,                0.97828,                 1.1039,                 0.5235,                 0.6885,                0.49036,                0.21482,                0.02869,                0.31397,                 0.0196,                0.00777,                0.01325,                 8.1617,                      0,                    nan,                 1.8793,              0.0016653,              0.0016653,              0.0016653
