                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.00909,                 2.1892,                      0,                0.76222,                 1.0426,                0.89719,                0.93467,                0.94235,                0.62501,                 0.8742,                0.89709,                0.90092,                0.62037,                0.00858,                 1.4042,                      0,                0.75662,                 1.0572,             0.00047901,             0.00047901,             0.00047901
                     24,                0.00938,                  2.143,                      0,                0.77355,                 1.0372,                0.88568,                0.93607,                0.94324,                0.64072,                0.85334,                0.90189,                 0.9013,                0.68085,                0.00808,                 1.3225,                      0,                0.72866,                 1.0274,             0.00047801,             0.00047801,             0.00047801
                     25,                0.00901,                 2.0487,                      0,                0.74999,                  1.026,                0.90787,                0.94378,                0.95028,                0.65171,                0.87965,                0.90443,                0.90901,                0.62307,                0.00798,                 1.6641,                      0,                0.71357,                 1.0152,             0.00047701,             0.00047701,             0.00047701
                     26,                 0.0087,                  2.007,                      0,                0.74087,                  1.021,                0.90347,                0.94498,                0.94618,                 0.6534,                0.88054,                0.91074,                0.91083,                0.71692,                0.00788,                 1.1022,                      0,                0.77374,                0.98761,             0.00047601,             0.00047601,             0.00047601
                     27,                0.00863,                 1.8119,                      0,                0.73061,                 1.0038,                  0.909,                0.95065,                0.95239,                 0.6339,                0.87184,                0.90459,                0.89973,                0.66531,                0.00849,                 1.2303,                      0,                0.75132,                 1.0189,             0.00047501,             0.00047501,             0.00047501
                     28,                0.00847,                 1.7595,                      0,                0.72265,                 1.0017,                0.91355,                0.93681,                 0.9441,                0.55907,                0.89363,                0.91365,                0.91647,                0.71723,                0.00931,                 1.1155,                      0,                 0.7601,                 1.0347,             0.00047401,             0.00047401,             0.00047401
                     29,                 0.0086,                 1.7571,                      0,                0.73479,                 1.0089,                0.90964,                0.94943,                0.95134,                0.66623,                0.88156,                0.91446,                 0.9093,                0.65553,                0.00743,                 1.2883,                      0,                0.69173,                 1.0114,             0.00047301,             0.00047301,             0.00047301
                     30,                0.00864,                 1.8113,                      0,                0.72885,                 1.0136,                0.91521,                0.95668,                0.95667,                0.67307,                0.89912,                0.93838,                0.93219,                0.70653,                0.00759,                 1.0836,                      0,                0.69514,                 0.9747,             0.00047201,             0.00047201,             0.00047201
                     31,                0.00802,                 1.6372,                      0,                0.69552,                0.99304,                0.92258,                0.96052,                0.95907,                0.70296,                0.90317,                0.93932,                0.93357,                0.78024,                0.00703,                0.85061,                      0,                0.65995,                0.95605,             0.00047101,             0.00047101,             0.00047101
                     32,                0.00817,                 1.5428,                      0,                0.71454,                 0.9738,                0.92976,                 0.9543,                0.95272,                0.66099,                0.91388,                0.93347,                0.92779,                0.76431,                0.00737,                0.90769,                      0,                0.66591,                0.96873,             0.00047001,             0.00047001,             0.00047001
                     33,                0.00826,                 1.5755,                      0,                  0.715,                0.98582,                0.90805,                0.94407,                 0.9532,                 0.6505,                0.89542,                0.92945,                0.93291,                0.77655,                0.00788,                0.86124,                      0,                0.74055,                0.97712,             0.00046902,             0.00046902,             0.00046902
                     34,                0.00826,                 1.6887,                      0,                0.72056,                0.98773,                0.83518,                0.96527,                0.85995,                0.57319,                0.82192,                0.94738,                0.85146,                0.66823,                0.00769,                0.97738,                      0,                0.72777,                0.97563,             0.00046802,             0.00046802,             0.00046802
