                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.00727,                 1.3066,                      0,                0.62321,                  0.864,                0.96061,                0.96853,                0.98303,                0.75067,                0.95857,                0.96554,                0.97977,                0.92457,                0.00672,                0.39933,                      0,                0.54154,                0.78244,              0.0016902,              0.0016902,              0.0016902
                     65,                0.00704,                 1.0751,                      0,                0.60943,                0.86272,                0.95658,                0.97518,                0.98324,                0.73429,                0.95297,                0.97238,                0.97618,                0.88823,                0.00696,                0.46057,                      0,                0.55987,                0.78737,              0.0016852,              0.0016852,              0.0016852
                     66,                0.00714,                 1.1763,                      0,                0.61256,                0.86915,                0.95755,                0.96643,                0.98184,                0.74668,                0.95529,                0.96243,                 0.9771,                0.90343,                0.00663,                0.43598,                      0,                0.56296,                0.78157,              0.0016802,              0.0016802,              0.0016802
                     67,                0.00716,                 1.2255,                      0,                0.60899,                0.86459,                0.96275,                0.96985,                0.98349,                0.75643,                0.96041,                0.96819,                0.98128,                0.92454,                0.00656,                0.36467,                      0,                 0.5363,                0.77525,              0.0016752,              0.0016752,              0.0016752
                     68,                0.00703,                 1.1858,                      0,                0.60522,                0.86325,                0.96345,                 0.9693,                0.98389,                0.75656,                0.96165,                 0.9682,                 0.9821,                0.92431,                0.00663,                0.38988,                      0,                0.53608,                0.77565,              0.0016702,              0.0016702,              0.0016702
                     69,                0.00704,                 1.1074,                      0,                0.60544,                 0.8595,                0.95912,                0.97205,                0.98423,                0.73091,                0.95661,                0.96882,                  0.982,                0.89763,                0.00693,                0.48901,                      0,                0.55853,                0.79134,              0.0016652,              0.0016652,              0.0016652
                     70,                0.00712,                 1.1449,                      0,                0.60794,                 0.8703,                0.94526,                0.96304,                0.98083,                 0.7411,                0.94024,                0.95845,                0.97558,                0.91293,                0.00673,                 0.4342,                      0,                0.56984,                0.79396,              0.0016602,              0.0016602,              0.0016602
                     71,                0.00705,                 1.1424,                      0,                 0.6025,                0.85574,                0.95853,                0.96304,                0.98315,                0.76093,                0.95596,                0.96047,                0.97899,                0.92268,                0.00638,                0.37999,                      0,                0.54027,                0.77971,              0.0016552,              0.0016552,              0.0016552
                     72,                0.00691,                 1.1798,                      0,                0.60161,                0.86024,                 0.9595,                0.97187,                0.98428,                0.74519,                0.95729,                0.97022,                0.98122,                 0.9121,                0.00661,                0.42232,                      0,                0.54223,                0.78186,              0.0016502,              0.0016502,              0.0016502
                     73,                0.00703,                 1.1224,                      0,                 0.6038,                0.85684,                0.96205,                0.95514,                0.98192,                0.74146,                0.95783,                 0.9522,                 0.9773,                0.86146,                0.00674,                0.62006,                      0,                0.55559,                0.79084,              0.0016452,              0.0016452,              0.0016452
                     74,                0.00686,                 1.1061,                      0,                0.59623,                0.86013,                0.95822,                0.97405,                0.98272,                 0.7479,                0.95496,                0.97055,                0.97801,                0.92332,                0.00671,                0.40401,                      0,                0.55286,                0.78003,              0.0016402,              0.0016402,              0.0016402
                     75,                0.00704,                 1.1731,                      0,                0.60335,                0.86341,                0.96248,                0.97166,                0.98438,                0.75143,                0.96057,                0.96856,                0.98106,                0.87483,                0.00654,                 0.5084,                      0,                0.54773,                 0.7872,              0.0016352,              0.0016352,              0.0016352
                     76,                0.00699,                 1.0733,                      0,                0.60944,                0.86076,                0.96055,                0.97279,                0.98362,                0.76318,                0.95873,                0.97077,                0.98123,                0.93028,                0.00633,                0.38175,                      0,                0.54436,                0.77639,              0.0016302,              0.0016302,              0.0016302
                     77,                 0.0072,                 1.0873,                      0,                0.60792,                0.85108,                0.95906,                0.96782,                0.98286,                0.73712,                 0.9563,                0.96557,                0.97899,                0.88201,                0.00682,                0.47144,                      0,                0.55106,                0.79057,              0.0016252,              0.0016252,              0.0016252
                     78,                0.00685,                 1.1401,                      0,                 0.5936,                0.85917,                0.95423,                0.97352,                0.98309,                0.75882,                0.95142,                0.97242,                0.98128,                 0.9295,                0.00648,                0.36207,                      0,                0.53546,                0.77252,              0.0016202,              0.0016202,              0.0016202
                     79,                0.00701,                 1.0663,                      0,                0.60388,                0.86005,                0.95857,                0.96574,                 0.9832,                0.73461,                 0.9561,                0.96396,                0.98112,                0.92262,                0.00702,                 0.3872,                      0,                0.57271,                0.79409,              0.0016152,              0.0016152,              0.0016152
                     80,                0.00691,                 1.0969,                      0,                0.60143,                0.85394,                0.96209,                0.97371,                0.98492,                0.75812,                0.96042,                 0.9704,                0.98247,                0.93022,                0.00653,                0.36556,                      0,                0.53464,                0.78861,              0.0016102,              0.0016102,              0.0016102
                     81,                0.00696,                 1.0622,                      0,                0.60175,                0.86555,                0.96232,                0.97003,                0.98471,                0.74507,                 0.9609,                  0.967,                0.98305,                 0.9339,                0.00663,                0.34978,                      0,                0.54451,                0.78402,              0.0016052,              0.0016052,              0.0016052
                     82,                0.00683,                 1.0508,                      0,                0.60155,                0.85535,                0.96272,                0.96854,                0.98467,                0.76519,                0.96016,                0.96587,                0.98207,                0.90447,                0.00632,                0.46644,                      0,                0.54932,                0.78393,              0.0016002,              0.0016002,              0.0016002
                     83,                0.00686,                 1.0069,                      0,                0.60547,                0.85291,                0.96074,                0.97481,                0.98495,                  0.768,                0.95911,                0.97316,                0.98349,                0.91352,                0.00635,                0.43034,                      0,                0.52745,                0.77601,              0.0015952,              0.0015952,              0.0015952
                     84,                0.00679,                  1.036,                      0,                 0.5919,                0.85629,                0.96104,                0.97316,                0.98485,                0.74881,                0.95802,                0.96931,                0.98207,                0.93338,                 0.0067,                0.35404,                      0,                 0.5323,                0.77485,              0.0015902,              0.0015902,              0.0015902
                     85,                 0.0068,                0.97547,                      0,                0.58346,                0.84789,                0.96534,                0.96795,                0.98398,                0.75932,                0.96296,                0.96556,                0.98199,                0.93147,                0.00622,                0.36661,                      0,                0.53645,                0.77708,              0.0015852,              0.0015852,              0.0015852
