                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.00376,                0.51006,                      0,                0.42172,                 1.1001,                0.90852,                0.91835,                0.95306,                0.81883,                0.88848,                0.89714,                0.92846,                0.85805,                0.00407,                  1.147,                      0,                0.57624,                 1.2217,              0.0018761,              0.0018761,              0.0018761
                     34,                0.00381,                0.50779,                      0,                0.40428,                 1.1076,                0.92645,                0.90562,                0.95903,                0.83675,                 0.9116,                0.88583,                0.93544,                0.92137,                0.00403,                0.96994,                      0,                 0.5813,                 1.2481,              0.0018721,              0.0018721,              0.0018721
                     35,                0.00371,                0.53945,                      0,                0.41984,                 1.0934,                 0.8673,                0.91198,                0.92614,                0.82968,                0.86683,                0.89608,                0.91145,                0.89812,                 0.0035,                0.92603,                      0,                0.60094,                 1.1395,              0.0018681,              0.0018681,              0.0018681
                     36,                0.00352,                0.50611,                      0,                0.40059,                 1.0623,                0.93369,                0.91835,                0.96516,                0.85367,                0.92075,                0.90562,                0.94378,                0.92366,                0.00369,                0.96124,                      0,                0.52475,                 1.1507,              0.0018641,              0.0018641,              0.0018641
                     37,                0.00352,                0.48092,                      0,                0.39526,                   1.07,                0.90891,                 0.9088,                0.95391,                0.85998,                0.90064,                0.90244,                0.93968,                 0.9194,                0.00351,                0.96336,                      0,                0.53697,                  1.129,              0.0018601,              0.0018601,              0.0018601
                     38,                0.00339,                0.50878,                      0,                0.38548,                  1.056,                0.93514,                0.89608,                0.95495,                0.84554,                0.91976,                0.88123,                0.93551,                0.91788,                0.00376,                0.93477,                      0,                0.51673,                 1.1782,              0.0018561,              0.0018561,              0.0018561
                     39,                0.00336,                0.48907,                      0,                0.39258,                 1.0515,                0.90134,                0.90986,                0.94141,                0.83947,                0.89184,                0.89185,                0.92283,                0.90886,                0.00342,                0.95126,                      0,                0.55008,                 1.1186,              0.0018521,              0.0018521,              0.0018521
                     40,                0.00344,                0.48201,                      0,                0.38993,                 1.0479,                0.89985,                0.92471,                0.96237,                0.87169,                0.89507,                0.91361,                0.94568,                0.93827,                0.00341,                   0.91,                      0,                0.54848,                 1.1133,              0.0018482,              0.0018482,              0.0018482
                     41,                0.00328,                0.50619,                      0,                0.38262,                 1.0334,                0.91102,                0.94804,                0.96294,                0.87283,                0.92694,                0.89714,                0.94659,                0.93458,                0.00351,                0.94843,                      0,                0.47107,                 1.1214,              0.0018442,              0.0018442,              0.0018442
                     42,                0.00336,                0.49862,                      0,                0.37694,                 1.0416,                0.84395,                0.91092,                0.92605,                0.81837,                0.83248,                0.89608,                0.91054,                0.88635,                0.00386,                 1.0169,                      0,                0.58801,                   1.18,              0.0018402,              0.0018402,              0.0018402
                     43,                0.00333,                0.52528,                      0,                0.38302,                 1.0386,                 0.9063,                0.93336,                0.95981,                0.86725,                0.90409,                0.90032,                0.94156,                0.93154,                0.00346,                 0.9422,                      0,                0.49778,                 1.1017,              0.0018362,              0.0018362,              0.0018362
                     44,                0.00319,                0.48438,                      0,                0.36643,                 1.0226,                0.91133,                0.93001,                0.95874,                0.86339,                 0.9272,                0.88441,                0.94059,                0.93011,                0.00346,                0.96356,                      0,                0.44513,                 1.1265,              0.0018322,              0.0018322,              0.0018322
