                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.01032,                 5.2749,                      0,                0.67743,                0.79412,                0.92437,                0.94034,                0.95703,                0.65595,                0.62856,                0.62415,                0.48548,                0.20489,                 0.0084,                 5.0648,                      0,                0.66283,                0.83687,              0.0016737,              0.0016737,              0.0016737
                     52,                0.01019,                 5.3396,                      0,                0.68154,                0.80305,                 0.9331,                0.93497,                0.96226,                0.65869,                0.64277,                0.63181,                0.49502,                0.20322,                0.00835,                 5.0405,                      0,                0.67395,                0.84251,               0.001667,               0.001667,               0.001667
                     53,                0.00975,                 5.3175,                      0,                0.66552,                0.81085,                0.93902,                0.93372,                0.96328,                0.68103,                 0.6337,                0.61573,                 0.5039,                0.21213,                0.00794,                 5.0871,                      0,                0.63273,                0.84795,              0.0016603,              0.0016603,              0.0016603
                     54,                0.00982,                  5.298,                      0,                0.66203,                0.79269,                0.94139,                0.93981,                0.96221,                0.67882,                0.63536,                0.62433,                0.49343,                0.22232,                  0.008,                 4.9794,                      0,                0.62792,                0.82671,              0.0016537,              0.0016537,              0.0016537
                     55,                0.00976,                 5.2134,                      0,                0.64872,                0.79353,                0.93891,                0.94518,                0.96491,                0.67972,                0.63196,                0.62469,                0.49488,                0.22317,                0.00785,                 4.9886,                      0,                0.62928,                0.82212,               0.001647,               0.001647,               0.001647
                     56,                0.00995,                 5.2061,                      0,                0.66092,                0.78646,                0.94535,                0.94088,                0.96376,                0.67047,                0.63678,                0.62721,                0.48429,                0.19995,                0.00788,                 5.0306,                      0,                 0.6209,                0.82104,              0.0016404,              0.0016404,              0.0016404
                     57,                0.00985,                 5.2485,                      0,                0.66186,                0.79387,                0.93743,                0.94088,                0.96294,                0.65573,                0.63473,                 0.6263,                0.50069,                 0.2229,                0.00847,                 5.0054,                      0,                0.63983,                0.83797,              0.0016337,              0.0016337,              0.0016337
                     58,                0.01011,                 5.2934,                      0,                0.67007,                0.79734,                0.93829,                0.94823,                 0.9637,                0.67687,                0.64021,                0.63533,                0.50432,                0.23402,                0.00808,                 4.9913,                      0,                 0.6326,                0.81821,               0.001627,               0.001627,               0.001627
                     59,                0.00967,                 5.1956,                      0,                0.65217,                0.77911,                 0.9387,                0.94368,                0.96073,                0.67292,                0.63456,                0.63346,                0.48996,                0.20585,                0.00782,                 4.9845,                      0,                0.64743,                0.81821,              0.0016204,              0.0016204,              0.0016204
                     60,                0.00973,                 5.1923,                      0,                0.65613,                0.79034,                 0.9388,                0.93705,                0.96072,                0.68114,                 0.6369,                0.62881,                0.49185,                0.23082,                 0.0078,                 4.9327,                      0,                0.64117,                0.82791,              0.0016137,              0.0016137,              0.0016137
                     61,                0.00997,                 5.1557,                      0,                0.65865,                0.79174,                0.93533,                0.93945,                0.95931,                0.68039,                0.63432,                0.63042,                0.48825,                0.22043,                0.00776,                 5.0033,                      0,                  0.624,                0.82192,              0.0016071,              0.0016071,              0.0016071
